t: 28.62, u: 1.02, e: -1.06, s: 30.00
t: 28.53, u: 1.46, e: -1.53, s: 30.00
t: 28.68, u: 1.11, e: -1.16, s: 30.00
t: 28.72, u: 1.54, e: -1.62, s: 30.00
t: 28.40, u: 1.37, e: -1.43, s: 30.00
t: 28.70, u: 1.60, e: -1.67, s: 30.00
t: 28.66, u: 1.63, e: -1.71, s: 30.00
t: 28.44, u: 1.31, e: -1.37, s: 30.00
t: 28.68, u: 1.63, e: -1.70, s: 30.00
t: 28.28, u: 1.30, e: -1.36, s: 30.00
t: 28.57, u: 1.58, e: -1.65, s: 30.00
t: 28.60, u: 1.19, e: -1.25, s: 30.00
t: 28.60, u: 1.38, e: -1.45, s: 30.00
t: 28.62, u: 1.09, e: -1.14, s: 30.00
t: 28.57, u: 1.26, e: -1.32, s: 30.00
t: 28.84, u: 0.39, e: -0.86, s: 30.00
t: 28.96, u: 1.07, e: -1.12, s: 30.00
t: 29.01, u: 0.95, e: -0.99, s: 30.00
t: 29.43, u: 0.96, e: -1.01, s: 30.00
t: 29.36, u: 0.39, e: -0.61, s: 30.00
t: 29.49, u: 0.39, e: -0.72, s: 30.00
t: 29.38, u: 0.39, e: -0.62, s: 30.00
t: 29.49, u: 0.39, e: -0.31, s: 30.00
t: 29.52, u: 0.39, e: -0.48, s: 30.00
t: 29.67, u: 0.39, e: -0.31, s: 30.00
t: 29.65, u: 0.39, e: -0.35, s: 30.00
t: 29.80, u: 0.39, e: -0.18, s: 30.00
t: 29.82, u: 0.39, e: -0.11, s: 30.00
t: 29.73, u: 0.39, e: -0.14, s: 30.00
t: 29.93, u: 0.39, e: 0.02, s: 30.00
t: 30.02, u: 0.39, e: 0.04, s: 30.00
t: 29.99, u: 0.39, e: 0.06, s: 30.00
t: 30.10, u: 0.39, e: 0.10, s: 30.00
t: 30.16, u: 0.39, e: 0.21, s: 30.00
t: 30.10, u: 0.39, e: 0.14, s: 30.00
t: 30.29, u: 0.00, e: 0.34, s: 30.00
t: 30.25, u: 0.00, e: 0.34, s: 30.00
t: 30.25, u: 0.00, e: 0.34, s: 30.00
t: 30.21, u: 0.00, e: 0.34, s: 30.00
t: 30.38, u: 0.00, e: 0.34, s: 30.00
t: 30.29, u: 0.00, e: 0.34, s: 30.00
t: 30.25, u: 0.00, e: 0.34, s: 30.00
t: 30.18, u: 0.00, e: 0.34, s: 30.00
t: 30.17, u: 0.00, e: 0.34, s: 30.00
t: 29.95, u: 0.00, e: 0.34, s: 30.00
t: 29.88, u: 0.00, e: 0.34, s: 30.00
t: 29.69, u: 0.00, e: 0.34, s: 30.00
t: 29.77, u: 0.00, e: 0.34, s: 30.00
t: 29.58, u: 0.39, e: -0.42, s: 30.00
t: 29.47, u: 0.39, e: -0.77, s: 30.00
t: 29.20, u: 0.39, e: -0.79, s: 30.00
t: 29.12, u: 0.92, e: -0.97, s: 30.00
t: 28.90, u: 1.06, e: -1.11, s: 30.00
t: 28.85, u: 1.01, e: -1.06, s: 30.00
t: 28.72, u: 0.98, e: -1.03, s: 30.00
t: 28.63, u: 1.43, e: -1.50, s: 30.00
t: 28.74, u: 1.11, e: -1.17, s: 30.00
t: 28.39, u: 1.43, e: -1.50, s: 30.00
t: 28.46, u: 1.45, e: -1.52, s: 30.00
t: 28.67, u: 1.29, e: -1.35, s: 30.00
t: 28.81, u: 1.48, e: -1.55, s: 30.00
t: 28.45, u: 1.35, e: -1.41, s: 30.00
t: 28.74, u: 1.33, e: -1.39, s: 30.00
t: 28.75, u: 1.38, e: -1.44, s: 30.00
t: 28.66, u: 1.31, e: -1.37, s: 30.00
t: 28.67, u: 0.93, e: -0.97, s: 30.00
t: 28.85, u: 0.98, e: -1.03, s: 30.00
t: 28.76, u: 1.19, e: -1.24, s: 30.00
t: 29.12, u: 1.00, e: -1.05, s: 30.00
t: 29.16, u: 0.39, e: -0.90, s: 30.00
t: 29.19, u: 0.39, e: -0.82, s: 30.00
t: 29.24, u: 0.39, e: -0.84, s: 30.00
t: 29.32, u: 0.39, e: -0.55, s: 30.00
t: 29.38, u: 0.39, e: -0.60, s: 30.00
t: 29.49, u: 0.39, e: -0.53, s: 30.00
t: 29.67, u: 0.39, e: -0.45, s: 30.00
t: 29.69, u: 0.39, e: -0.34, s: 30.00
t: 29.68, u: 0.39, e: -0.38, s: 30.00
t: 29.77, u: 0.39, e: -0.20, s: 30.00
t: 29.92, u: 0.39, e: -0.05, s: 30.00
t: 29.82, u: 0.39, e: -0.10, s: 30.00
t: 29.90, u: 0.39, e: 0.09, s: 30.00
t: 30.12, u: 0.39, e: 0.12, s: 30.00
t: 30.06, u: 0.39, e: 0.05, s: 30.00
t: 30.12, u: 0.39, e: 0.10, s: 30.00
t: 30.12, u: 0.00, e: 0.36, s: 30.00
t: 30.08, u: 0.00, e: 0.36, s: 30.00
t: 30.10, u: 0.00, e: 0.36, s: 30.00
t: 30.14, u: 0.00, e: 0.36, s: 30.00
t: 30.18, u: 0.00, e: 0.36, s: 30.00
t: 30.21, u: 0.00, e: 0.36, s: 30.00
t: 30.08, u: 0.00, e: 0.36, s: 30.00
t: 30.08, u: 0.00, e: 0.36, s: 30.00
t: 29.99, u: 0.00, e: 0.36, s: 30.00
t: 29.81, u: 0.00, e: 0.36, s: 30.00
t: 29.73, u: 0.00, e: 0.36, s: 30.00
t: 29.62, u: 0.00, e: 0.36, s: 30.00
t: 29.53, u: 0.00, e: 0.36, s: 30.00
t: 29.44, u: 0.39, e: -0.47, s: 30.00
t: 29.29, u: 0.39, e: -0.66, s: 30.00
t: 29.09, u: 0.39, e: -0.77, s: 30.00
t: 29.16, u: 0.39, e: -0.82, s: 30.00
t: 29.07, u: 0.96, e: -1.00, s: 30.00
t: 28.83, u: 0.39, e: -0.88, s: 30.00
t: 28.74, u: 1.21, e: -1.26, s: 30.00
t: 28.92, u: 1.22, e: -1.28, s: 30.00
t: 28.57, u: 1.01, e: -1.06, s: 30.00
t: 28.94, u: 1.31, e: -1.37, s: 30.00
t: 29.00, u: 1.28, e: -1.34, s: 30.00
t: 28.90, u: 1.24, e: -1.30, s: 30.00
t: 28.66, u: 1.22, e: -1.28, s: 30.00
t: 28.87, u: 1.26, e: -1.32, s: 30.00
t: 28.70, u: 1.21, e: -1.26, s: 30.00
t: 28.94, u: 1.12, e: -1.17, s: 30.00
t: 28.94, u: 1.00, e: -1.04, s: 30.00
t: 29.05, u: 1.07, e: -1.12, s: 30.00
t: 29.07, u: 0.89, e: -0.93, s: 30.00
t: 29.20, u: 0.87, e: -0.91, s: 30.00
t: 29.09, u: 0.39, e: -0.73, s: 30.00
t: 29.29, u: 0.39, e: -0.62, s: 30.00
t: 29.36, u: 0.39, e: -0.64, s: 30.00
t: 29.46, u: 0.39, e: -0.34, s: 30.00
t: 29.49, u: 0.39, e: -0.55, s: 30.00
t: 29.66, u: 0.39, e: -0.45, s: 30.00
t: 29.58, u: 0.39, e: -0.31, s: 30.00
t: 29.77, u: 0.39, e: -0.40, s: 30.00
t: 29.88, u: 0.39, e: -0.29, s: 30.00
t: 29.86, u: 0.39, e: -0.14, s: 30.00
t: 29.88, u: 0.39, e: -0.03, s: 30.00
t: 29.97, u: 0.39, e: 0.13, s: 30.00
t: 29.97, u: 0.39, e: -0.09, s: 30.00
t: 29.90, u: 0.39, e: 0.11, s: 30.00
t: 30.12, u: 0.39, e: 0.08, s: 30.00
t: 30.06, u: 0.00, e: 0.27, s: 30.00
t: 30.16, u: 0.00, e: 0.27, s: 30.00
t: 30.32, u: 0.00, e: 0.27, s: 30.00
t: 30.25, u: 0.00, e: 0.27, s: 30.00
t: 30.29, u: 0.00, e: 0.27, s: 30.00
t: 30.23, u: 0.00, e: 0.27, s: 30.00
t: 30.25, u: 0.00, e: 0.27, s: 30.00
t: 30.10, u: 0.00, e: 0.27, s: 30.00
t: 30.06, u: 0.00, e: 0.27, s: 30.00
t: 30.01, u: 0.00, e: 0.27, s: 30.00
t: 29.90, u: 0.00, e: 0.27, s: 30.00
t: 29.77, u: 0.00, e: 0.27, s: 30.00
t: 29.62, u: 0.00, e: 0.27, s: 30.00
t: 29.53, u: 0.39, e: -0.44, s: 30.00
t: 29.45, u: 0.39, e: -0.67, s: 30.00
t: 29.34, u: 0.39, e: -0.80, s: 30.00
t: 29.29, u: 0.99, e: -1.04, s: 30.00
t: 29.14, u: 1.00, e: -1.04, s: 30.00
t: 28.83, u: 1.14, e: -1.19, s: 30.00
t: 28.94, u: 1.15, e: -1.21, s: 30.00
t: 28.72, u: 1.15, e: -1.21, s: 30.00
t: 28.68, u: 1.26, e: -1.32, s: 30.00
t: 28.61, u: 1.15, e: -1.21, s: 30.00
t: 28.61, u: 1.31, e: -1.37, s: 30.00
t: 28.61, u: 1.47, e: -1.54, s: 30.00
t: 28.65, u: 1.31, e: -1.37, s: 30.00
t: 28.76, u: 1.19, e: -1.24, s: 30.00
t: 28.66, u: 1.05, e: -1.10, s: 30.00
t: 28.59, u: 1.10, e: -1.15, s: 30.00
t: 28.96, u: 1.17, e: -1.23, s: 30.00
t: 28.79, u: 1.12, e: -1.17, s: 30.00
t: 29.05, u: 1.07, e: -1.12, s: 30.00
t: 29.20, u: 0.93, e: -0.97, s: 30.00
t: 29.18, u: 0.39, e: -0.88, s: 30.00
t: 29.23, u: 0.39, e: -0.86, s: 30.00
t: 29.27, u: 0.39, e: -0.69, s: 30.00
t: 29.60, u: 0.39, e: -0.68, s: 30.00
t: 29.53, u: 0.39, e: -0.47, s: 30.00
t: 29.56, u: 0.39, e: -0.46, s: 30.00
t: 29.71, u: 0.39, e: -0.27, s: 30.00
t: 29.69, u: 0.39, e: -0.23, s: 30.00
t: 29.97, u: 0.39, e: -0.14, s: 30.00
t: 30.01, u: 0.39, e: -0.24, s: 30.00
t: 29.99, u: 0.39, e: 0.06, s: 30.00
t: 30.10, u: 0.39, e: 0.10, s: 30.00
t: 30.08, u: 0.39, e: 0.14, s: 30.00
t: 30.10, u: 0.00, e: 0.32, s: 30.00
t: 30.23, u: 0.00, e: 0.32, s: 30.00
t: 30.06, u: 0.00, e: 0.32, s: 30.00
t: 30.27, u: 0.00, e: 0.32, s: 30.00
t: 30.25, u: 0.00, e: 0.32, s: 30.00
t: 30.27, u: 0.00, e: 0.32, s: 30.00
t: 30.27, u: 0.00, e: 0.32, s: 30.00
t: 30.14, u: 0.00, e: 0.32, s: 30.00
t: 29.90, u: 0.00, e: 0.32, s: 30.00
t: 30.01, u: 0.00, e: 0.32, s: 30.00
t: 29.95, u: 0.00, e: 0.32, s: 25.00
t: 29.84, u: 0.00, e: 0.32, s: 25.00
t: 29.62, u: 0.00, e: 0.32, s: 25.00
t: 29.64, u: 0.00, e: 0.32, s: 25.00
t: 29.42, u: 0.00, e: 0.32, s: 25.00
t: 29.44, u: 0.00, e: 0.32, s: 25.00
t: 29.09, u: 0.00, e: 0.32, s: 25.00
t: 29.07, u: 0.00, e: 0.32, s: 25.00
t: 28.81, u: 0.00, e: 0.32, s: 25.00
t: 28.77, u: 0.00, e: 0.32, s: 25.00
t: 28.66, u: 0.00, e: 0.32, s: 25.00
t: 28.52, u: 0.00, e: 0.32, s: 25.00
t: 28.33, u: 0.00, e: 0.32, s: 25.00
t: 28.15, u: 0.00, e: 0.32, s: 25.00
t: 28.06, u: 0.00, e: 0.32, s: 25.00
t: 27.95, u: 0.00, e: 0.32, s: 25.00
t: 27.72, u: 0.00, e: 0.32, s: 25.00
t: 27.68, u: 0.00, e: 0.32, s: 25.00
t: 27.52, u: 0.00, e: 0.32, s: 25.00
t: 27.29, u: 0.00, e: 0.32, s: 25.00
t: 27.24, u: 0.00, e: 0.32, s: 25.00
t: 27.15, u: 0.00, e: 0.32, s: 25.00
t: 27.08, u: 0.00, e: 0.32, s: 25.00
t: 26.84, u: 0.00, e: 0.32, s: 25.00
t: 26.68, u: 0.00, e: 0.32, s: 25.00
t: 26.61, u: 0.00, e: 0.32, s: 25.00
t: 26.54, u: 0.00, e: 0.32, s: 25.00
t: 26.29, u: 0.00, e: 0.32, s: 25.00
t: 26.27, u: 0.00, e: 0.32, s: 25.00
t: 26.16, u: 0.00, e: 0.32, s: 25.00
t: 26.02, u: 0.00, e: 0.32, s: 25.00
t: 26.02, u: 0.00, e: 0.32, s: 25.00
t: 25.94, u: 0.00, e: 0.32, s: 25.00
t: 25.82, u: 0.00, e: 0.32, s: 25.00
t: 25.75, u: 0.00, e: 0.32, s: 25.00
t: 25.73, u: 0.00, e: 0.32, s: 25.00
t: 25.57, u: 0.00, e: 0.32, s: 25.00
t: 25.48, u: 0.00, e: 0.32, s: 25.00
t: 25.55, u: 0.00, e: 0.32, s: 25.00
t: 25.44, u: 0.00, e: 0.32, s: 25.00
t: 25.32, u: 0.00, e: 0.32, s: 25.00
t: 25.19, u: 0.00, e: 0.32, s: 25.00
t: 25.12, u: 0.00, e: 0.32, s: 25.00
t: 25.14, u: 0.00, e: 0.32, s: 25.00
t: 24.96, u: 0.00, e: 0.32, s: 25.00
t: 24.99, u: 0.00, e: 0.32, s: 25.00
t: 24.90, u: 0.00, e: 0.32, s: 25.00
t: 24.89, u: 0.00, e: 0.32, s: 25.00
t: 24.76, u: 0.00, e: 0.32, s: 25.00
t: 24.76, u: 0.00, e: 0.32, s: 25.00
t: 24.69, u: 0.00, e: 0.32, s: 25.00
t: 24.67, u: 0.00, e: 0.32, s: 25.00
t: 24.69, u: 0.00, e: 0.32, s: 25.00
t: 24.62, u: 0.39, e: -0.42, s: 25.00
t: 24.63, u: 0.39, e: -0.37, s: 25.00
t: 24.60, u: 0.39, e: -0.49, s: 25.00
t: 24.47, u: 0.39, e: -0.45, s: 25.00
t: 24.51, u: 0.39, e: -0.44, s: 25.00
t: 24.69, u: 0.39, e: -0.51, s: 25.00
t: 24.67, u: 0.39, e: -0.46, s: 25.00
t: 24.58, u: 0.39, e: -0.37, s: 25.00
t: 24.72, u: 0.39, e: -0.28, s: 25.00
t: 24.70, u: 0.39, e: -0.19, s: 25.00
t: 24.81, u: 0.39, e: -0.03, s: 25.00
t: 25.27, u: 0.39, e: 0.04, s: 25.00
t: 24.99, u: 0.00, e: 0.29, s: 25.00
t: 25.20, u: 0.00, e: 0.29, s: 25.00
t: 25.29, u: 0.00, e: 0.29, s: 25.00
t: 25.36, u: 0.00, e: 0.29, s: 25.00
t: 25.47, u: 0.00, e: 0.29, s: 25.00
t: 25.68, u: 0.00, e: 0.29, s: 25.00
t: 25.79, u: 0.00, e: 0.29, s: 25.00
t: 25.83, u: 0.00, e: 0.29, s: 25.00
t: 26.18, u: 0.00, e: 0.29, s: 25.00
t: 25.88, u: 0.00, e: 0.29, s: 25.00
t: 25.95, u: 0.00, e: 0.29, s: 25.00
t: 25.99, u: 0.00, e: 0.29, s: 25.00
t: 25.81, u: 0.00, e: 0.29, s: 25.00
t: 26.02, u: 0.00, e: 0.29, s: 25.00
t: 25.90, u: 0.00, e: 0.29, s: 25.00
t: 25.92, u: 0.00, e: 0.29, s: 25.00
t: 25.92, u: 0.00, e: 0.29, s: 25.00
t: 25.86, u: 0.00, e: 0.29, s: 25.00
t: 25.77, u: 0.00, e: 0.29, s: 25.00
t: 25.74, u: 0.00, e: 0.29, s: 25.00
t: 25.67, u: 0.00, e: 0.29, s: 25.00
t: 25.63, u: 0.00, e: 0.29, s: 25.00
t: 25.67, u: 0.00, e: 0.29, s: 25.00
t: 25.59, u: 0.00, e: 0.29, s: 25.00
t: 25.70, u: 0.00, e: 0.29, s: 25.00
t: 25.36, u: 0.00, e: 0.29, s: 25.00
t: 25.47, u: 0.00, e: 0.29, s: 25.00
t: 25.33, u: 0.00, e: 0.29, s: 25.00
t: 25.34, u: 0.00, e: 0.29, s: 25.00
t: 25.15, u: 0.00, e: 0.29, s: 25.00
t: 25.20, u: 0.00, e: 0.29, s: 25.00
t: 25.02, u: 0.00, e: 0.29, s: 25.00
t: 25.22, u: 0.00, e: 0.29, s: 25.00
t: 24.88, u: 0.00, e: 0.29, s: 25.00
t: 24.88, u: 0.00, e: 0.29, s: 25.00
t: 24.81, u: 0.00, e: 0.29, s: 25.00
t: 24.86, u: 0.00, e: 0.29, s: 25.00
t: 24.83, u: 0.00, e: 0.29, s: 25.00
t: 24.81, u: 0.00, e: 0.29, s: 25.00
t: 24.65, u: 0.00, e: 0.29, s: 25.00
t: 24.58, u: 0.00, e: 0.29, s: 25.00
t: 24.58, u: 0.39, e: -0.44, s: 25.00
t: 24.56, u: 0.39, e: -0.40, s: 25.00
t: 24.47, u: 0.39, e: -0.53, s: 25.00
t: 24.58, u: 0.39, e: -0.42, s: 25.00
t: 24.49, u: 0.39, e: -0.49, s: 25.00
t: 24.63, u: 0.39, e: -0.49, s: 25.00
t: 24.52, u: 0.39, e: -0.33, s: 25.00
t: 24.77, u: 0.39, e: -0.23, s: 25.00
t: 24.74, u: 0.39, e: -0.32, s: 25.00
t: 24.75, u: 0.39, e: -0.28, s: 25.00
t: 24.81, u: 0.39, e: -0.21, s: 25.00
t: 24.95, u: 0.39, e: -0.12, s: 25.00
t: 24.90, u: 0.39, e: -0.01, s: 25.00
t: 24.97, u: 0.39, e: -0.05, s: 25.00
t: 24.99, u: 0.39, e: -0.01, s: 25.00
t: 25.06, u: 0.39, e: 0.08, s: 25.00
t: 25.07, u: 0.39, e: 0.08, s: 25.00
t: 25.02, u: 0.39, e: 0.02, s: 25.00
t: 25.09, u: 0.39, e: 0.09, s: 25.00
t: 25.11, u: 0.39, e: 0.06, s: 25.00
t: 25.08, u: 0.39, e: 0.13, s: 25.00
t: 25.08, u: 0.39, e: 0.08, s: 25.00
t: 25.18, u: 0.39, e: 0.06, s: 25.00
t: 25.13, u: 0.39, e: 0.06, s: 25.00
t: 25.04, u: 0.39, e: 0.09, s: 25.00
t: 25.06, u: 0.39, e: 0.06, s: 25.00
t: 25.06, u: 0.39, e: 0.08, s: 25.00
t: 25.16, u: 0.39, e: 0.08, s: 25.00
t: 25.11, u: 0.39, e: 0.15, s: 25.00
t: 25.08, u: 0.39, e: 0.09, s: 25.00
t: 25.16, u: 0.39, e: 0.15, s: 25.00
t: 25.09, u: 0.39, e: 0.11, s: 25.00
t: 25.11, u: 0.39, e: 0.18, s: 25.00
t: 25.15, u: 0.39, e: 0.09, s: 25.00
t: 25.09, u: 0.39, e: 0.16, s: 25.00
t: 25.16, u: 0.39, e: 0.16, s: 25.00
t: 25.16, u: 0.39, e: 0.16, s: 25.00
t: 25.08, u: 0.39, e: 0.11, s: 25.00
t: 25.13, u: 0.39, e: 0.18, s: 25.00
t: 25.11, u: 0.39, e: 0.11, s: 25.00
t: 25.08, u: 0.39, e: 0.09, s: 25.00
t: 25.16, u: 0.39, e: 0.18, s: 25.00
t: 25.11, u: 0.39, e: 0.15, s: 25.00
t: 25.09, u: 0.39, e: 0.09, s: 25.00
t: 25.17, u: 0.39, e: 0.16, s: 25.00
t: 25.17, u: 0.39, e: 0.16, s: 25.00
t: 25.11, u: 0.39, e: 0.18, s: 25.00
t: 25.15, u: 0.39, e: 0.15, s: 25.00
t: 25.11, u: 0.39, e: 0.08, s: 25.00
t: 25.13, u: 0.39, e: 0.06, s: 25.00
t: 25.13, u: 0.39, e: 0.08, s: 25.00
t: 25.08, u: 0.39, e: 0.15, s: 25.00
t: 25.11, u: 0.39, e: 0.18, s: 25.00
t: 25.06, u: 0.39, e: 0.06, s: 25.00
t: 25.11, u: 0.39, e: 0.08, s: 25.00
t: 25.15, u: 0.39, e: 0.15, s: 25.00
t: 25.11, u: 0.39, e: 0.15, s: 25.00
t: 25.08, u: 0.39, e: 0.15, s: 25.00
t: 25.15, u: 0.39, e: 0.08, s: 25.00
t: 25.09, u: 0.39, e: 0.09, s: 25.00
t: 25.13, u: 0.39, e: 0.06, s: 25.00
t: 25.11, u: 0.39, e: 0.08, s: 25.00
t: 25.06, u: 0.39, e: 0.04, s: 25.00
t: 25.04, u: 0.39, e: 0.06, s: 25.00
t: 25.04, u: 0.39, e: 0.06, s: 25.00
t: 25.06, u: 0.39, e: 0.06, s: 25.00
t: 25.11, u: 0.39, e: 0.11, s: 25.00
t: 25.04, u: 0.39, e: 0.04, s: 25.00
t: 25.04, u: 0.39, e: 0.11, s: 25.00
t: 25.13, u: 0.39, e: 0.01, s: 25.00
t: 25.02, u: 0.39, e: 0.11, s: 25.00
t: 25.04, u: 0.39, e: 0.04, s: 25.00
t: 25.09, u: 0.39, e: 0.02, s: 25.00
t: 25.08, u: 0.39, e: 0.01, s: 25.00
t: 25.01, u: 0.39, e: -0.05, s: 25.00
t: 25.01, u: 0.39, e: -0.01, s: 25.00
t: 24.99, u: 0.39, e: -0.03, s: 25.00
t: 24.99, u: 0.39, e: 0.08, s: 25.00
t: 25.01, u: 0.39, e: 0.04, s: 25.00
t: 25.04, u: 0.39, e: 0.01, s: 25.00
t: 24.99, u: 0.39, e: 0.02, s: 25.00
t: 24.94, u: 0.39, e: -0.06, s: 25.00
t: 25.01, u: 0.39, e: -0.05, s: 25.00
t: 25.03, u: 0.39, e: 0.02, s: 25.00
t: 24.95, u: 0.39, e: -0.05, s: 25.00
t: 24.99, u: 0.39, e: -0.06, s: 25.00
t: 24.92, u: 0.39, e: -0.08, s: 25.00
t: 24.94, u: 0.39, e: -0.08, s: 25.00
t: 24.88, u: 0.39, e: 0.08, s: 25.00
t: 25.02, u: 2.22, e: -5.12, s: 30.00
t: 24.94, u: 2.05, e: -4.73, s: 30.00
t: 24.97, u: 2.23, e: -5.14, s: 30.00
t: 25.08, u: 2.07, e: -4.76, s: 30.00
t: 25.17, u: 2.23, e: -5.14, s: 30.00
t: 24.83, u: 2.23, e: -5.14, s: 30.00
t: 25.24, u: 2.19, e: -5.05, s: 30.00
t: 25.24, u: 2.20, e: -5.06, s: 30.00
t: 24.83, u: 2.10, e: -4.83, s: 30.00
t: 25.15, u: 2.10, e: -4.83, s: 30.00
t: 24.85, u: 2.12, e: -4.89, s: 30.00
t: 24.90, u: 2.18, e: -5.01, s: 30.00
t: 25.06, u: 2.17, e: -4.99, s: 30.00
t: 24.99, u: 2.18, e: -5.01, s: 30.00
t: 24.97, u: 2.11, e: -4.87, s: 30.00
t: 25.02, u: 2.11, e: -4.87, s: 30.00
t: 25.03, u: 2.16, e: -4.97, s: 30.00
t: 24.88, u: 2.27, e: -5.22, s: 30.00
t: 24.99, u: 2.27, e: -5.22, s: 30.00
t: 24.88, u: 2.10, e: -4.83, s: 30.00
t: 25.06, u: 2.26, e: -5.21, s: 30.00
t: 25.17, u: 2.14, e: -4.94, s: 30.00
t: 24.74, u: 2.28, e: -5.24, s: 30.00
t: 25.11, u: 2.14, e: -4.94, s: 30.00
t: 25.10, u: 2.13, e: -4.90, s: 30.00
t: 24.78, u: 2.22, e: -5.12, s: 30.00
t: 25.03, u: 2.18, e: -5.03, s: 30.00
t: 24.83, u: 2.19, e: -5.05, s: 30.00
t: 24.90, u: 2.21, e: -5.08, s: 30.00
t: 24.85, u: 2.14, e: -4.92, s: 30.00
t: 24.88, u: 2.28, e: -5.24, s: 30.00
t: 24.94, u: 2.29, e: -5.28, s: 30.00
t: 25.37, u: 2.01, e: -4.63, s: 30.00
t: 24.72, u: 2.27, e: -5.22, s: 30.00
t: 25.22, u: 2.28, e: -5.24, s: 30.00
t: 24.70, u: 2.12, e: -4.88, s: 30.00
t: 25.35, u: 2.12, e: -4.88, s: 30.00
t: 25.31, u: 2.09, e: -4.81, s: 30.00
t: 24.76, u: 2.28, e: -5.24, s: 30.00
t: 25.15, u: 2.12, e: -4.88, s: 30.00
t: 24.83, u: 2.11, e: -4.87, s: 30.00
t: 25.08, u: 2.14, e: -4.92, s: 30.00
t: 25.38, u: 2.00, e: -4.62, s: 30.00
t: 25.47, u: 2.12, e: -4.89, s: 30.00
t: 25.80, u: 2.00, e: -4.60, s: 30.00
t: 25.72, u: 1.83, e: -4.22, s: 30.00
t: 25.67, u: 1.88, e: -4.33, s: 30.00
t: 26.55, u: 1.80, e: -4.14, s: 30.00
t: 26.28, u: 1.62, e: -3.74, s: 30.00
t: 26.36, u: 1.55, e: -3.56, s: 30.00
t: 27.18, u: 1.44, e: -3.31, s: 30.00
t: 27.27, u: 1.38, e: -3.18, s: 30.00
t: 26.99, u: 1.19, e: -2.75, s: 30.00
t: 27.70, u: 1.17, e: -2.70, s: 30.00
t: 27.83, u: 1.05, e: -2.43, s: 30.00
t: 27.90, u: 0.93, e: -2.14, s: 30.00
t: 28.12, u: 0.79, e: -1.81, s: 30.00
t: 28.45, u: 1.25, e: -1.31, s: 30.00
t: 28.89, u: 1.57, e: -1.64, s: 30.00
t: 28.74, u: 1.22, e: -1.28, s: 30.00
t: 29.02, u: 0.74, e: -0.78, s: 30.00
t: 29.30, u: 0.67, e: -0.70, s: 30.00
t: 29.26, u: 0.75, e: -0.78, s: 30.00
t: 29.46, u: 0.02, e: -0.03, s: 30.00
t: 29.73, u: 0.29, e: -0.30, s: 30.00
t: 29.79, u: 0.16, e: -0.17, s: 30.00
t: 29.98, u: 0.11, e: -0.12, s: 30.00
t: 30.50, u: 0.00, e: 0.74, s: 30.00
t: 30.63, u: 0.00, e: 0.63, s: 30.00
t: 30.85, u: 0.00, e: 0.85, s: 30.00
t: 30.97, u: 0.00, e: 0.76, s: 30.00
t: 31.04, u: 0.00, e: 1.08, s: 30.00
t: 31.23, u: 0.00, e: 1.01, s: 30.00
t: 31.42, u: 0.00, e: 1.44, s: 30.00
t: 31.63, u: 0.00, e: 1.63, s: 30.00
t: 31.48, u: 0.00, e: 1.93, s: 30.00
t: 32.12, u: 0.00, e: 1.85, s: 30.00
t: 31.82, u: 0.00, e: 2.02, s: 30.00
t: 32.59, u: 0.00, e: 2.27, s: 30.00
t: 32.90, u: 0.00, e: 2.90, s: 30.00
t: 32.77, u: 0.00, e: 2.73, s: 30.00
t: 33.05, u: 0.00, e: 3.17, s: 30.00
t: 33.60, u: 0.00, e: 3.32, s: 30.00
t: 33.62, u: 0.00, e: 3.61, s: 30.00
t: 33.89, u: 0.00, e: 3.71, s: 30.00
t: 34.06, u: 0.00, e: 4.30, s: 30.00
t: 34.36, u: 0.00, e: 4.22, s: 30.00
t: 34.47, u: 0.00, e: 4.47, s: 30.00
t: 34.59, u: 0.00, e: 4.61, s: 30.00
t: 34.93, u: 0.00, e: 4.93, s: 30.00
t: 35.11, u: 0.00, e: 4.91, s: 30.00
t: 35.01, u: 0.00, e: 5.01, s: 30.00
t: 35.25, u: 0.00, e: 5.21, s: 30.00
t: 35.74, u: 0.00, e: 5.51, s: 30.00
t: 35.72, u: 0.00, e: 5.59, s: 30.00
t: 35.85, u: 0.00, e: 5.81, s: 30.00
t: 35.81, u: 0.00, e: 5.59, s: 30.00
t: 35.79, u: 0.00, e: 5.77, s: 30.00
t: 35.85, u: 0.00, e: 5.85, s: 30.00
t: 35.89, u: 0.00, e: 5.67, s: 30.00
t: 35.99, u: 0.00, e: 5.95, s: 30.00
t: 35.96, u: 0.00, e: 6.11, s: 30.00
t: 36.23, u: 0.00, e: 6.03, s: 30.00
t: 36.09, u: 0.00, e: 6.50, s: 30.00
t: 36.40, u: 0.00, e: 6.42, s: 30.00
t: 36.90, u: 0.00, e: 6.38, s: 30.00
t: 36.52, u: 0.00, e: 6.52, s: 30.00
t: 36.78, u: 0.00, e: 7.03, s: 30.00
t: 37.21, u: 0.00, e: 7.07, s: 30.00
t: 37.32, u: 0.00, e: 7.24, s: 30.00
t: 37.54, u: 0.00, e: 7.54, s: 30.00
t: 37.58, u: 0.00, e: 7.38, s: 30.00
t: 37.90, u: 0.00, e: 7.69, s: 30.00
t: 37.90, u: 0.00, e: 8.06, s: 30.00
t: 37.95, u: 0.00, e: 7.95, s: 30.00
t: 38.46, u: 0.00, e: 8.04, s: 30.00
